v1,v2,v3_cleaned,key_column
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",if you re still up maybe leave the credit card so i can get gas when i get back like he told me to,still maybe leave credit card get gas get back like told
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,your weekly cool mob tones are ready to download this weeks new tones include 1 crazy frog axel f 2 akon lonely 3 black eyed dont p more info in n,weekly cool mob tones ready download weeks new tones include 1 crazy frog axel f 2 akon lonely 3 black eyed dont p info n
ham,Well boy am I glad G wasted all night at applebees for nothing,well boy am i glad g wasted all night at applebees for nothing,well boy glad g wasted night applebees nothing
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,cashbin co uk get lots of cash this weekend dear welcome to the weekend we have got our biggest and best ever cash give away these,cashbin co uk get lots cash weekend dear welcome weekend got biggest best ever cash give away
ham,Ok lor... Or u wan me go look 4 u?,ok lor or u wan me go look 4 u,ok lor u wan go look 4 u
ham,U wan 2 haf lunch i'm in da canteen now.,u wan 2 haf lunch i m in da canteen now,u wan 2 haf lunch da canteen
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,don t make life too stressfull always find time to laugh it may not add years to your life but surely adds more life to ur years gud ni8 swt dreams,make life stressfull always find time laugh may add years life surely adds life ur years gud ni8 swt dreams
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",hey looks like i was wrong and one of the kappa guys numbers is still on my phone if you want i can text him and see if he s around,hey looks like wrong one kappa guys numbers still phone want text see around
spam,URGENT! Your Mobile number has been awarded with a å£2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,urgent your mobile number has been awarded with a 2000 prize guaranteed call from land line claim 3030 valid 12hrs only 150ppm,urgent mobile number awarded 2000 prize guaranteed call land line claim 3030 valid 12hrs 150ppm
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 å£100 cash. Name the NEW US President? txt ans to 80082,thanks 4 your continued support your question this week will enter u in2 our draw 4 100 cash name the new us president txt ans to 80082,thanks 4 continued support question week enter u in2 draw 4 100 cash name new us president txt ans 80082
ham,I'm home. Doc gave me pain meds says everything is fine.,i m home doc gave me pain meds says everything is fine,home doc gave pain meds says everything fine
ham,It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900),it s only 140 ard rest all ard 180 at least which is price 4 2 bedrm 900,140 ard rest ard 180 least price 4 2 bedrm 900
ham,Me too! Have a lovely night xxx,me too have a lovely night xxx,lovely night xxx
ham,Prepare to be pleasured :),prepare to be pleasured,prepare pleasured
ham,Hi.:)technical support.providing assistance to us customer through call and email:),hi technical support providing assistance to us customer through call and email,hi technical support providing assistance us customer call email
ham,if you text on your way to cup stop that should work. And that should be BUS,if you text on your way to cup stop that should work and that should be bus,text way cup stop work bus
ham,Whens your radio show?,whens your radio show,whens radio show
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,your unique user id is 1172 for removal send stop to 87239 customer services,unique user id 1172 removal send stop 87239 customer services
ham,I'm not sure if its still available though,i m not sure if its still available though,sure still available though
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,watever relation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories feeling,watever relation u built dis world thing remains atlast iz lonlines lotz n lot memories feeling
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,cheers lou yeah was a goodnite shame u neva came c ya gailxx,cheers lou yeah goodnite shame u neva came c ya gailxx
ham,Hi..i got the money da:),hi i got the money da,hi got money da
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",hi mobile no lt gt has added you in their contact list on it s a great place to send free sms to people for more visit fullonsms com,hi mobile lt gt added contact list great place send free sms people visit fullonsms com
ham,Ok then u tell me wat time u coming later lor.,ok then u tell me wat time u coming later lor,ok u tell wat time u coming later lor
ham,U repeat e instructions again. Wat's e road name of ur house?,u repeat e instructions again wat s e road name of ur house,u repeat e instructions wat e road name ur house
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",so many people seems to be special at first sight but only very few will remain special to you till your last sight maintain them till life ends sh jas,many people seems special first sight remain special till last sight maintain till life ends sh jas
ham,Quite lor. But dun tell him wait he get complacent...,quite lor but dun tell him wait he get complacent,quite lor dun tell wait get complacent
ham,Sorry completely forgot * will pop em round this week if your still here?,sorry completely forgot will pop em round this week if your still here,sorry completely forgot pop em round week still
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,u r the most beautiful girl ive ever seen u r my baby come and c me in the common room,u r beautiful girl ive ever seen u r baby come c common room
ham,O we cant see if we can join denis and mina? Or does denis want alone time,o we cant see if we can join denis and mina or does denis want alone time,cant see join denis mina denis want alone time
ham,Sen told that he is going to join his uncle finance in cbe,sen told that he is going to join his uncle finance in cbe,sen told going join uncle finance cbe
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,yup hey then one day on fri we can ask miwa and jiayin take leave go karaoke,yup hey one day fri ask miwa jiayin take leave go karaoke
ham,"Call me, i am senthil from hsbc.",call me i am senthil from hsbc,call senthil hsbc
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",especially since i talk about boston all up in my personal statement lol i woulda changed that if i had realized it said nyc it says boston now,especially since talk boston personal statement lol woulda changed realized said nyc says boston
ham,Indeed and by the way it was either or - not both !,indeed and by the way it was either or not both,indeed way either
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",urgent call 09066649731from landline your complimentary 4 ibiza holiday or 10 000 cash await collection sae t cs po box 434 sk3 8wp 150ppm 18,urgent call 09066649731from landline complimentary 4 ibiza holiday 10 000 cash await collection sae cs po box 434 sk3 8wp 150ppm 18
ham,Holy living christ what is taking you so long,holy living christ what is taking you so long,holy living christ taking long
ham,ÌÏ thk of wat to eat tonight.,thk of wat to eat tonight,thk wat eat tonight
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",thanx yup we coming back on sun finish dinner going back 2 hotel now time flies we re tog 4 exactly a mth today hope we ll haf many more mths to come,thanx yup coming back sun finish dinner going back 2 hotel time flies tog 4 exactly mth today hope haf many mths come
ham,We're on the opposite side from where we dropped you off,we re on the opposite side from where we dropped you off,opposite side dropped
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,yup izzit still raining heavily cos i m in e mrt i can t c outside,yup izzit still raining heavily cos e mrt c outside
ham,Send me your resume:-),send me your resume,send resume
